"","idMvt","conf","xsaisi","ysaisi","epsg","num_insee","commune","lieu_dit","typeMvt","libelleType","fiabiliteType","libelleFiabilite","PrecDate","libelleDate","prec_xy","libellePrec","longitudeDoublePrec","latitudeDoublePrec","NUM_POSTE","NOM_USUEL","LAT","LON","ALTI","AAAAMM","RR","QRR","NBRR","RR_ME","RRAB","QRRAB","RRABDAT","NBJRR1","NBJRR5","NBJRR10","NBJRR30","NBJRR50","NBJRR100","PMERM","QPMERM","NBPMERM","PMERMINAB","QPMERMINAB","PMERMINABDAT","TX","QTX","NBTX","TX_ME","TXAB","QTXAB","TXDAT","TXMIN","QTXMIN","TXMINDAT","NBJTX0","NBJTX25","NBJTX30","NBJTX35","NBJTXI20","NBJTXI27","NBJTXS32","TN","QTN","NBTN","TN_ME","TNAB","QTNAB","TNDAT","TNMAX","QTNMAX","TNMAXDAT","NBJTN5","NBJTN10","NBJTNI10","NBJTNI15","NBJTNI20","NBJTNS20","NBJTNS25","NBJGELEE","TAMPLIM","QTAMPLIM","TAMPLIAB","QTAMPLIAB","TAMPLIABDAT","NBTAMPLI","TM","QTM","NBTM","TMM","QTMM","NBTMM","NBJTMS24","TMMIN","QTMMIN","TMMINDAT","TMMAX","QTMMAX","TMMAXDAT","UNAB","QUNAB","UNABDAT","NBUN","UXAB","QUXAB","UXABDAT","NBUX","UMM","QUMM","NBUM","TSVM","QTSVM","NBTSVM","ETP","QETP","FXIAB","QFXIAB","DXIAB","QDXIAB","FXIDAT","NBJFF10","NBJFF16","NBJFF28","NBFXI","FXI3SAB","QFXI3SAB","DXI3SAB","QDXI3SAB","FXI3SDAT","NBJFXI3S10","NBJFXI3S16","NBJFXI3S28","NBFXI3S","FXYAB","QFXYAB","DXYAB","QDXYAB","FXYABDAT","NBJFXY8","NBJFXY10","NBJFXY15","NBFXY","FFM","QFFM","NBFFM","INST","QINST","NBINST","NBSIGMA0","NBSIGMA20","NBSIGMA80","GLOT","QGLOT","NBGLOT","DIFT","QDIFT","NBDIFT","DIRT","QDIRT","NBDIRT","HNEIGEFTOT","QHNEIGEFTOT","HNEIGEFAB","QHNEIGEFAB","HNEIGEFDAT","NBHNEIGEF","NBJNEIG","NBJHNEIGEF1","NBJHNEIGEF5","NBJHNEIGEF10","NBJSOLNG","NEIGETOTM","QNEIGETOTM","NEIGETOTAB","QNEIGETOTAB","NEIGETOTABDAT","NBJNEIGETOT1","NBJNEIGETOT10","NBJNEIGETOT30","NBJGREL","NBJORAG","NBJBROU"
"32",50002376,"",912325.012207031,2041900.02441406,27572,73203,"PONTAMAFREY-MONTPASCAL","PROJET CARRIERE DU FAY",2,"Chute de blocs / Eboulement",2,"Moyen",1,"Jour",5,"Commune",6.31982341436055,45.3063790948764,1034001,"BELLEY MAN",45.755,5.686667,277,195105,130.5,1,31,NA,57,1,25,14,8,2,1,1,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",50002503,"",954799.987792969,2074600.09765625,27572,73232,"SAINTE-FOY-TARENTAISE","CD 902 LE JORAT",2,"Chute de blocs / Eboulement",2,"Moyen",1,"Jour",5,"Commune",6.88450440127213,45.5793983562942,1143001,"DIVONNE",46.376667,6.156667,488,198502,132,1,28,NA,40,1,16,10,8,5,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"34",50002512,"",954299.987792969,2077300.04882812,27572,73232,"SAINTE-FOY-TARENTAISE","LES LECHERES",2,"Chute de blocs / Eboulement",2,"Moyen",3,"Saison",5,"Commune",6.88010765071041,45.6039081576115,1143001,"DIVONNE",46.376667,6.156667,488,198709,74.7,1,30,NA,40,1,26,7,4,2,1,0,0,NA,NA,0,NA,NA,NA,23.2,1,30,NA,30.5,1,14,13.5,1,29,0,13,1,0,6,24,0,12.1,1,30,NA,3,1,30,16,1,14,0,0,8,28,30,0,0,0,11.1,1,16,1,17,30,17.6,1,30,NA,NA,0,NA,8.3,1,30,23.3,1,14,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0
"35",12200022,"",944597.4,2080170.41015625,27572,73054,"BOURG-SAINT-MAURICE","Les Lanches",2,"Chute de blocs / Eboulement",1,"Fort",1,"Jour",3,"Hectomètre",6.75800965702129,45.6346610868914,1143001,"DIVONNE",46.376667,6.156667,488,199207,114.2,1,31,NA,26.2,1,10,10,8,5,0,0,0,NA,NA,0,NA,NA,NA,25.4,1,31,NA,32,1,30,17,1,4,0,17,7,0,5,17,2,13.9,1,31,NA,10,1,15,18.5,1,31,0,0,3,20,31,0,0,0,11.5,1,18.5,1,15,31,19.7,1,31,NA,NA,0,NA,15,1,6,25.3,1,31,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0
"36",12200001,"",942190,55280,27562,73201,"PLANAY","LA NOVAZ",2,"Chute de blocs / Eboulement",1,"Fort",1,"Jour",2,"Décamètre",6.70944329748466,45.4123032838612,1407001,"SEYSSEL",45.953333,5.824,285,199801,201.8,1,31,NA,75,1,18,12,9,6,2,1,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"37",12200169,"",943327,2052409.66796875,27572,73206,"PRALOGNAN-LA-VANOISE","au hameau des Darbelays",2,"Chute de blocs / Eboulement",1,"Fort",1,"Jour",3,"Hectomètre",6.72189920014062,45.3859550756568,1407001,"SEYSSEL",45.953333,5.824,285,200010,197.9,1,31,NA,37.5,1,11,14,10,5,2,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"38",50002510,"",956799.987792969,2071399.90234375,27572,73232,"SAINTE-FOY-TARENTAISE","CD 902 LA GRANDE ROUVINE",2,"Chute de blocs / Eboulement",2,"Moyen",4,"Année",5,"Commune",6.90770096972175,45.5496152214663,1143001,"DIVONNE",46.376667,6.156667,488,197701,120.2,1,31,NA,25,1,28,11,7,6,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"39",50002509,"",956799.987792969,2071399.90234375,27572,73232,"SAINTE-FOY-TARENTAISE","CD 902 LA GRANDE ROUVINE",2,"Chute de blocs / Eboulement",2,"Moyen",4,"Année",5,"Commune",6.90770096972175,45.5496152214663,1160001,"FERNEY-VOLTAIRE",46.255,6.108333,435,197001,68.7,1,31,NA,19.4,1,9,10,5,2,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"40",50001947,"",925900.024414062,2101800.04882812,27572,73114,"FLUMET","AU DESSUS DE SCIOZIER",2,"Chute de blocs / Eboulement",2,"Moyen",2,"Mois",5,"Commune",6.53338134950794,45.8381829684271,1143001,"DIVONNE",46.376667,6.156667,488,198207,80.2,1,31,NA,19.4,1,17,11,5,3,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0
"41",50002827,"",900235,2060145,27572,73289,"LA TABLE","",2,"Chute de blocs / Eboulement",2,"Moyen",1,"Jour",5,"Commune",6.17724099346433,45.4757192453072,1034001,"BELLEY MAN",45.755,5.686667,277,196010,180.9,1,31,NA,41,1,20,16,11,7,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",50001945,"",923438,2072947,27572,73112,"FEISSONS-SUR-ISERE","LES PERRIERES",2,"Chute de blocs / Eboulement",2,"Moyen",1,"Jour",5,"Commune",6.48215953707309,45.5801433547068,1034001,"BELLEY MAN",45.755,5.686667,277,195402,86.1,1,28,NA,21,1,8,9,7,2,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",50001956,"",911690.002441406,2031550.04882812,27572,73116,"FONTCOUVERTE-LA-TOUSSUIRE","CD 926 PK 22,0",2,"Chute de blocs / Eboulement",2,"Moyen",4,"Année",5,"Commune",6.30508060890736,45.213680928312,1034001,"BELLEY MAN",45.755,5.686667,277,197901,177.3,1,31,NA,35.7,1,26,16,9,5,3,0,0,NA,NA,0,NA,NA,NA,3.5,1,31,NA,9.8,1,30,-2.8,1,2,4,0,0,0,31,31,0,-1.8,1,31,NA,-10.4,1,2,4.8,1,23,7,2,31,31,31,0,0,18,5.3,1,10,1,15,31,0.8,1,31,NA,NA,0,NA,-6.6,1,2,7.3,1,30,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"45",50002357,"",941799.987792969,2056699.95117188,27572,73201,"PLANAY","CHAMBERANGER",2,"Chute de blocs / Eboulement",2,"Moyen",3,"Saison",5,"Commune",6.70547717564344,45.4252530182462,1010001,"ANGLEFORT",45.9,5.766667,280,198203,142.2,1,31,NA,29.5,1,10,13,10,5,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"46",50001953,"",926750,2059625,27572,73115,"FONTAINE-LE-PUITS","RN 515A PK 4,500 à 5,000",2,"Chute de blocs / Eboulement",2,"Moyen",1,"Jour",5,"Commune",6.51546230448874,45.4588853821951,1010001,"ANGLEFORT",45.9,5.766667,280,197511,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"47",50001952,"",926400.024414062,2059500,27572,73115,"FONTAINE-LE-PUITS","CD 215A",2,"Chute de blocs / Eboulement",2,"Moyen",1,"Jour",5,"Commune",6.51090964238142,45.4579296547363,1407001,"SEYSSEL",45.953333,5.824,285,198601,232.9,1,31,NA,66.1,1,23,18,13,5,1,1,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"48",50001965,"",911712,2035205,27572,73116,"FONTCOUVERTE-LA-TOUSSUIRE","LA CULA",2,"Chute de blocs / Eboulement",2,"Moyen",1,"Jour",5,"Commune",6.30770909437059,45.2465082057318,1034001,"BELLEY MAN",45.755,5.686667,277,195502,207.4,1,28,NA,44,1,22,14,8,8,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",50001964,"",911712,2035205,27572,73116,"FONTCOUVERTE-LA-TOUSSUIRE","FORET COMMUNALE MONT CHARVIN",2,"Chute de blocs / Eboulement",2,"Moyen",1,"Jour",5,"Commune",6.30770909437059,45.2465082057318,1034001,"BELLEY MAN",45.755,5.686667,277,197004,205.6,1,30,NA,30.7,1,19,18,12,7,2,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"53",22300401,"C",933520.01953125,2094680.90820313,27562,73132,"HAUTELUCE","HAUTELUCE",2,"Chute de blocs / Eboulement",1,"Fort",2,"Mois",5,"Commune",6.62631881069614,45.7705296444314,1143001,"DIVONNE",46.376667,6.156667,488,198301,101,1,31,NA,18.5,1,29,11,8,5,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5
"54",50002022,"",915900.024414062,2039099.97558594,27572,73135,"HERMILLON","BAINS-DE-L'ECHAILLON",2,"Chute de blocs / Eboulement",2,"Moyen",2,"Mois",5,"Commune",6.36351058293136,45.2795856517115,1034001,"BELLEY MAN",45.755,5.686667,277,197410,162.5,1,31,NA,47.8,1,19,19,9,6,1,0,0,NA,NA,0,NA,NA,NA,10.6,1,31,NA,14.8,1,4,5,1,23,0,0,0,0,31,31,0,3.2,1,31,NA,-1,1,13,8.4,1,20,0,0,31,31,31,0,0,3,7.4,1,13.4,1,13,31,6.9,1,31,NA,NA,0,NA,2,1,23,10.8,1,20,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"55",50002870,"",960299.987792969,2063899.90234375,27572,73296,"TIGNES","RN 202 PK 23,75",2,"Chute de blocs / Eboulement",2,"Moyen",1,"Jour",5,"Commune",6.94681018607303,45.4804200948791,1143001,"DIVONNE",46.376667,6.156667,488,197904,99.2,1,30,NA,15.2,1,23,14,10,2,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"56",50002025,"",915799.987792969,2040300.04882812,27572,73135,"HERMILLON","FALAISE DES COTES-USINE SPPS",2,"Chute de blocs / Eboulement",2,"Moyen",1,"Jour",5,"Commune",6.3630208846725,45.2904125285758,1034001,"BELLEY MAN",45.755,5.686667,277,198903,95.2,1,31,NA,28.1,1,17,9,5,3,0,0,0,NA,NA,0,NA,NA,NA,16.8,1,31,NA,25,1,29,10.4,1,17,0,1,0,0,23,31,0,4.7,1,31,NA,0,1,24,9,1,31,0,0,31,31,31,0,0,1,12,1,19.4,1,26,31,10.7,1,31,NA,NA,0,NA,7.2,1,19,16.4,1,30,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
"57",50002010,"",915599.975585938,2081100.09765625,27572,73130,"GRIGNON","CARRIERE DU PONT D'ALBERTIN",2,"Chute de blocs / Eboulement",2,"Moyen",4,"Année",5,"Commune",6.38725692538395,45.6570665740962,1010001,"ANGLEFORT",45.9,5.766667,280,195501,203.6,1,31,NA,50.3,1,15,9,7,6,2,1,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
